"Entrez id",SysID,"Chromosome location","Gene type","Gene symbol","Gene group","Gene description","Super go",Hpsd,"Flybase id","Gene name","Orthology determination","Wing phenotype overview","Neuronal phenotype overview","Inheritance pattern","Inheritance type","Main class ","Accompanying phenotype","Limited confidence criterion","Sysid yes no","Disease subtype","Disease type","Omim disease","Haploinsufficiency yes no","Clinical synopsis"
51,SysID_0003,17q25.1,protein-coding,ACOX1,"ID data freeze 388","acyl-CoA oxidase 1, palmitoyl","mitochondria, peroxisome",0,FBgn0029924,,ensembl,,,"Mendelian autosomal",recessive,8b,"C, E, G, H, L2, M",0,1,"PEROXISOMAL ACYL-COA OXIDASE DEFICIENCY","PEROXISOMAL ACYL-COA OXIDASE DEFICIENCY",264470,0,"hypotonia, seizures, loss of skills, visual and hearing impairment, ID, mean age of death 5 y, dysmorphies, hepatomegaly, white matter anomalies"
51,SysID_0003,17q25.1,protein-coding,ACOX1,"ID data freeze 388","acyl-CoA oxidase 1, palmitoyl","mitochondria, peroxisome",0,FBgn0034628,"acyl-Coenzyme A oxidase at 57D proximal",ensembl,,,"Mendelian autosomal",recessive,8b,"C, E, G, H, L2, M",0,1,"PEROXISOMAL ACYL-COA OXIDASE DEFICIENCY","PEROXISOMAL ACYL-COA OXIDASE DEFICIENCY",264470,0,"hypotonia, seizures, loss of skills, visual and hearing impairment, ID, mean age of death 5 y, dysmorphies, hepatomegaly, white matter anomalies"
51,SysID_0003,17q25.1,protein-coding,ACOX1,"ID data freeze 388","acyl-CoA oxidase 1, palmitoyl","mitochondria, peroxisome",0,FBgn0034629,"acyl-Coenzyme A oxidase at 57D distal",ensembl,,,"Mendelian autosomal",recessive,8b,"C, E, G, H, L2, M",0,1,"PEROXISOMAL ACYL-COA OXIDASE DEFICIENCY","PEROXISOMAL ACYL-COA OXIDASE DEFICIENCY",264470,0,"hypotonia, seizures, loss of skills, visual and hearing impairment, ID, mean age of death 5 y, dysmorphies, hepatomegaly, white matter anomalies"
197322,SysID_0435,16q24.3,protein-coding,ACSF3,"ID data freeze 650","acyl-CoA synthetase family member 3",mitochondria,0,FBgn0029945,,ensembl,,,"Mendelian autosomal",recessive,8b,"G, H, M",0,1,"COMBINED MALONIC AND METHYLMALONIC ACIDURIA; CMAMMA","COMBINED MALONIC AND METHYLMALONIC ACIDURIA",614265,0,"4 adult patients: neurological manifestations (seizures, memory problems, psychiatric disease and/or cognitive decline); 5 children: intermediary metabolic disorder, coma, ketoacidosis, hypoglycemia, failure to thrive, elevated transaminases, microcephaly, dystonia, axial hypotonia and/or developmental delay"
2182,SysID_0004,Xq22.3-q23,protein-coding,ACSL4,"ID data freeze 388","acyl-CoA synthetase long-chain family member 4","mitochondria, nervous system development, peroxisome, transporters",1,FBgn0263120,"Acyl-CoA synthetase long-chain","ensembl, manually curated","lethal, phenotype","lethal, lethal","Mendelian X-linked",recessive,6,,0,1,"MENTAL RETARDATION, X-LINKED 63; MRX63","MENTAL RETARDATION, X-LINKED",300387,0,"unspecific ID, 2 families moderate to severe ID, 1 family mild to moderate ID"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000044,"Actin 57B",ensembl,,,"Mendelian autosomal",dominant,1,"A, B, E, L1, T, Ub",0,1,"BARAITSER-WINTER SYNDROME 1; BRWS1","BARAITSER-WINTER SYNDROME",243310,0,"brain malformation, coloboma, ptosis, trigonocephaly, seizures, hearing loss, short stature, microcephaly"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000044,"Actin 57B",ensembl,,,"Mendelian autosomal",dominant,7,,1,1,"DYSTONIA, JUVENILE-ONSET","DYSTONIA, JUVENILE-ONSET",607371,0,"2 twins: progressive, dopa-unresponsive generalized dystonia, cleft lip and palate, small for age, skeletal abnormalities, kyphoscoliosis, achalasia; cataracts, deafness; cognition mildly subnormal; at ages 21 and 22 years"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000044,"Actin 57B",ensembl,,,"Mendelian autosomal",dominant,4,"A, B, V, W",0,1,"intellectual disability","MENTAL RETARDATION",0,0,"33 individuals with loss-of-function mutations: developmental delay, mild to moderate ID, cardiac and renal tract malformations, growth retardation, microcephaly in some, distinct facial gestalt"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000043,"Actin 42A",ensembl,,,"Mendelian autosomal",dominant,1,"A, B, E, L1, T, Ub",0,1,"BARAITSER-WINTER SYNDROME 1; BRWS1","BARAITSER-WINTER SYNDROME",243310,0,"brain malformation, coloboma, ptosis, trigonocephaly, seizures, hearing loss, short stature, microcephaly"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000043,"Actin 42A",ensembl,,,"Mendelian autosomal",dominant,7,,1,1,"DYSTONIA, JUVENILE-ONSET","DYSTONIA, JUVENILE-ONSET",607371,0,"2 twins: progressive, dopa-unresponsive generalized dystonia, cleft lip and palate, small for age, skeletal abnormalities, kyphoscoliosis, achalasia; cataracts, deafness; cognition mildly subnormal; at ages 21 and 22 years"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000043,"Actin 42A",ensembl,,,"Mendelian autosomal",dominant,4,"A, B, V, W",0,1,"intellectual disability","MENTAL RETARDATION",0,0,"33 individuals with loss-of-function mutations: developmental delay, mild to moderate ID, cardiac and renal tract malformations, growth retardation, microcephaly in some, distinct facial gestalt"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000046,"Actin 87E",ensembl,,,"Mendelian autosomal",dominant,1,"A, B, E, L1, T, Ub",0,1,"BARAITSER-WINTER SYNDROME 1; BRWS1","BARAITSER-WINTER SYNDROME",243310,0,"brain malformation, coloboma, ptosis, trigonocephaly, seizures, hearing loss, short stature, microcephaly"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000046,"Actin 87E",ensembl,,,"Mendelian autosomal",dominant,7,,1,1,"DYSTONIA, JUVENILE-ONSET","DYSTONIA, JUVENILE-ONSET",607371,0,"2 twins: progressive, dopa-unresponsive generalized dystonia, cleft lip and palate, small for age, skeletal abnormalities, kyphoscoliosis, achalasia; cataracts, deafness; cognition mildly subnormal; at ages 21 and 22 years"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000046,"Actin 87E",ensembl,,,"Mendelian autosomal",dominant,4,"A, B, V, W",0,1,"intellectual disability","MENTAL RETARDATION",0,0,"33 individuals with loss-of-function mutations: developmental delay, mild to moderate ID, cardiac and renal tract malformations, growth retardation, microcephaly in some, distinct facial gestalt"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000042,"Actin 5C",ensembl,,,"Mendelian autosomal",dominant,1,"A, B, E, L1, T, Ub",0,1,"BARAITSER-WINTER SYNDROME 1; BRWS1","BARAITSER-WINTER SYNDROME",243310,0,"brain malformation, coloboma, ptosis, trigonocephaly, seizures, hearing loss, short stature, microcephaly"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000042,"Actin 5C",ensembl,,,"Mendelian autosomal",dominant,7,,1,1,"DYSTONIA, JUVENILE-ONSET","DYSTONIA, JUVENILE-ONSET",607371,0,"2 twins: progressive, dopa-unresponsive generalized dystonia, cleft lip and palate, small for age, skeletal abnormalities, kyphoscoliosis, achalasia; cataracts, deafness; cognition mildly subnormal; at ages 21 and 22 years"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000042,"Actin 5C",ensembl,,,"Mendelian autosomal",dominant,4,"A, B, V, W",0,1,"intellectual disability","MENTAL RETARDATION",0,0,"33 individuals with loss-of-function mutations: developmental delay, mild to moderate ID, cardiac and renal tract malformations, growth retardation, microcephaly in some, distinct facial gestalt"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000047,"Actin 88F",ensembl,,,"Mendelian autosomal",dominant,1,"A, B, E, L1, T, Ub",0,1,"BARAITSER-WINTER SYNDROME 1; BRWS1","BARAITSER-WINTER SYNDROME",243310,0,"brain malformation, coloboma, ptosis, trigonocephaly, seizures, hearing loss, short stature, microcephaly"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000047,"Actin 88F",ensembl,,,"Mendelian autosomal",dominant,7,,1,1,"DYSTONIA, JUVENILE-ONSET","DYSTONIA, JUVENILE-ONSET",607371,0,"2 twins: progressive, dopa-unresponsive generalized dystonia, cleft lip and palate, small for age, skeletal abnormalities, kyphoscoliosis, achalasia; cataracts, deafness; cognition mildly subnormal; at ages 21 and 22 years"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000047,"Actin 88F",ensembl,,,"Mendelian autosomal",dominant,4,"A, B, V, W",0,1,"intellectual disability","MENTAL RETARDATION",0,0,"33 individuals with loss-of-function mutations: developmental delay, mild to moderate ID, cardiac and renal tract malformations, growth retardation, microcephaly in some, distinct facial gestalt"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000045,"Actin 79B",ensembl,,,"Mendelian autosomal",dominant,1,"A, B, E, L1, T, Ub",0,1,"BARAITSER-WINTER SYNDROME 1; BRWS1","BARAITSER-WINTER SYNDROME",243310,0,"brain malformation, coloboma, ptosis, trigonocephaly, seizures, hearing loss, short stature, microcephaly"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000045,"Actin 79B",ensembl,,,"Mendelian autosomal",dominant,7,,1,1,"DYSTONIA, JUVENILE-ONSET","DYSTONIA, JUVENILE-ONSET",607371,0,"2 twins: progressive, dopa-unresponsive generalized dystonia, cleft lip and palate, small for age, skeletal abnormalities, kyphoscoliosis, achalasia; cataracts, deafness; cognition mildly subnormal; at ages 21 and 22 years"
60,SysID_0463,7p22,protein-coding,ACTB,"ID data freeze 650","actin, beta","chromatin, nervous system development, synapse, transporters, vesicle transport",1,FBgn0000045,"Actin 79B",ensembl,,,"Mendelian autosomal",dominant,4,"A, B, V, W",0,1,"intellectual disability","MENTAL RETARDATION",0,0,"33 individuals with loss-of-function mutations: developmental delay, mild to moderate ID, cardiac and renal tract malformations, growth retardation, microcephaly in some, distinct facial gestalt"
71,SysID_0464,17q25,protein-coding,ACTG1,"ID data freeze 650","actin gamma 1","actin, nervous system development, transporters, vesicle transport",0,,,,,,"Mendelian autosomal",dominant,1,"A, B, E, L1, T, Ub",0,1,"BARAITSER-WINTER SYNDROME 2; BRWS2","BARAITSER-WINTER SYNDROME",614583,0,"brain malformation, coloboma, ptosis, trigonocephaly, seizures, hearing loss, short stature, microcephaly"
71,SysID_0464,17q25,protein-coding,ACTG1,"ID data freeze 650","actin gamma 1","actin, nervous system development, transporters, vesicle transport",0,,,,,,"Mendelian autosomal",dominant,,,0,0,"DEAFNESS, AUTOSOMAL DOMINANT 20; DFNA20","DEAFNESS, AUTOSOMAL DOMINANT",604717,0,-
90,SysID_0005,2q23-q24,protein-coding,ACVR1,"ID data freeze 388","activin A receptor, type I","BMP signaling, cell cycle, metabolism, response to growth factor, RNA metabolism, transcription",0,FBgn0003317,saxophone,"ensembl, manually curated","phenotype, phenotype","phenotype, no phenotype","Mendelian autosomal",dominant,7,"A, Ub",0,1,"FIBRODYSPLASIA OSSIFICANS PROGRESSIVA; FOP","FIBRODYSPLASIA OSSIFICANS PROGRESSIVA",135100,0,"skeletal malformations, progressive extraskeletal ossification, mild cognitive deficits or developmental delay in only a few atypical patients"
103,SysID_0470,1q21.3,protein-coding,ADAR,"ID data freeze 650","adenosine deaminase, RNA-specific","metabolism, protein transport, RNA metabolism, transporters",0,,,,,,"Mendelian autosomal",recessive,"2, 8b","(C), I, L2",0,1,"AICARDI-GOUTIERES SYNDROME 6; AGS6","AICARDI-GOUTIERES SYNDROME",615010,0,"early-onset encephalopathy (at <18 months of age), intracranial calcification with or without white matter changes, severe developmental delay, leukodystrophy, elevated levels of IFN-?"
103,SysID_0470,1q21.3,protein-coding,ADAR,"ID data freeze 650","adenosine deaminase, RNA-specific","metabolism, protein transport, RNA metabolism, transporters",0,,,,,,"Mendelian autosomal",dominant,,,0,0,"DYSCHROMATOSIS SYMMETRICA HEREDITARIA 1","DYSCHROMATOSIS SYMMETRICA HEREDITARIA",127400,1,"hyperpigmented and hypopigmented macules on the face and dorsal aspects of the extremities that appear in infancy or early childhood"
56997,SysID_0006,1q42.13,protein-coding,ADCK3,"ID data freeze 388","aarF domain containing kinase 3",mitochondria,0,FBgn0052649,,"ensembl, manually curated","phenotype, phenotype","no phenotype, no phenotype","Mendelian autosomal",recessive,8b,"C, E, G, H, L2, M, Q",0,1,"COENZYME Q10 DEFICIENCY, PRIMARY, 4; COQ10D4","PRIMARY COENZYME Q10 DEFICIENCY",612016,0,"encephalomyopathic form with seizures and ataxia; multisystem infantile form with encephalopathy, cardiomyopathy and renal failure; predominantly cerebellar form with ataxia and cerebellar atrophy; Leigh syndrome with growth retardation); and an isolated myopathic form. ragged red fibres"
158,SysID_0007,22q13.2,protein-coding,ADSL,"ID data freeze 388","adenylosuccinate lyase",mitochondria,0,FBgn0038467,,"ensembl, manually curated","phenotype, phenotype","no phenotype, phenotype","Mendelian autosomal",recessive,5,"E, M, P",0,1,"ADENYLOSUCCINASE DEFICIENCY","ADENYLOSUCCINASE DEFICIENCY",103050,0,"variable, 1 patient had fatal neonatal course, 4 had severe phenotype with intractable seizures and psychomotor retardation, 2 had milder phenotypes with later-onset, transient visual contact disturbance, and mild to moderate psychomotor retardation"
2334,SysID_0008,Xq28,protein-coding,AFF2,"ID data freeze 388","AF4/FMR2 family, member 2","metabolism, nervous system development, RNA metabolism",0,FBgn0041111,lilliputian,"ensembl, manually curated","phenotype, phenotype","no phenotype, no phenotype, phenotype","Mendelian X-linked","not sure",6,P,0,1,"MENTAL RETARDATION, X-LINKED, ASSOCIATED WITH FRAGILE SITE FRAXE","MENTAL RETARDATION, X-LINKED",309548,0,"non-syndromic, mild to moderate ID, associated with learning difficulties, communication deficits, attention problems, hyperactivity, and autistic behavior"
175,SysID_0009,4q34.3,protein-coding,AGA,"ID data freeze 388",aspartylglucosaminidase,,0,FBgn0033431,,ensembl,,,"Mendelian autosomal",recessive,8b,"(C), G, H, M, (S)",0,1,"ASPARTYLGLUCOSAMINURIA; AGU",ASPARTYLGLUCOSAMINURIA,208400,0,"progressive ID from early childhood with minor connective tissue changes and premature death, detorioration"
175,SysID_0009,4q34.3,protein-coding,AGA,"ID data freeze 388",aspartylglucosaminidase,,0,FBgn0034427,,ensembl,,,"Mendelian autosomal",recessive,8b,"(C), G, H, M, (S)",0,1,"ASPARTYLGLUCOSAMINURIA; AGU",ASPARTYLGLUCOSAMINURIA,208400,0,"progressive ID from early childhood with minor connective tissue changes and premature death, detorioration"
175,SysID_0009,4q34.3,protein-coding,AGA,"ID data freeze 388",aspartylglucosaminidase,,0,FBgn0034665,,ensembl,,,"Mendelian autosomal",recessive,8b,"(C), G, H, M, (S)",0,1,"ASPARTYLGLUCOSAMINURIA; AGU",ASPARTYLGLUCOSAMINURIA,208400,0,"progressive ID from early childhood with minor connective tissue changes and premature death, detorioration"
10555,SysID_0010,9q34.3,protein-coding,AGPAT2,"ID data freeze 388","1-acylglycerol-3-phosphate O-acyltransferase 2",,0,FBgn0026718,fu12,ensembl,,,"Mendelian autosomal",recessive,8a,"K, M, Q",0,1,"LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 1; CGL1","LIPODYSTROPHY, CONGENITAL GENERALIZED",608594,0,"lipoatrophy, hepatomegaly, elevated triglycerides, insulin resistance, cardiomyopathy, ID in 10%"
10555,SysID_0010,9q34.3,protein-coding,AGPAT2,"ID data freeze 388","1-acylglycerol-3-phosphate O-acyltransferase 2",,0,FBgn0030421,,ensembl,,,"Mendelian autosomal",recessive,8a,"K, M, Q",0,1,"LIPODYSTROPHY, CONGENITAL GENERALIZED, TYPE 1; CGL1","LIPODYSTROPHY, CONGENITAL GENERALIZED",608594,0,"lipoatrophy, hepatomegaly, elevated triglycerides, insulin resistance, cardiomyopathy, ID in 10%"
191,SysID_0012,20q11.22,protein-coding,AHCY,"ID data freeze 388",adenosylhomocysteinase,,1,FBgn0014455,"Adenosylhomocysteinase at 13","ensembl, manually curated","phenotype, phenotype","phenotype, phenotype","Mendelian autosomal",recessive,5,"H, (L2), M, (Q)",1,1,"HYPERMETHIONINEMIA WITH S-ADENOSYLHOMOCYSTEINE HYDROLASE DEFICIENCY","HYPERMETHIONINEMIA WITH S-ADENOSYLHOMOCYSTEINE HYDROLASE DEFICIENCY",613752,0,"myopathy, delayed development, elevated metabolites in plasma, hypotonia, sluggishness, absent tendon reflexes, delayed myelination"
54806,SysID_0013,6q23.3,protein-coding,AHI1,"ID data freeze 388","Abelson helper integration site 1","centrosome, Cilia, metabolism, microtubule, nervous system development, RNA metabolism, transcription, transporters, vesicle transport",0,,,,,,"Mendelian autosomal",recessive,4,"H, L1, O, T, W",0,1,"JOUBERT SYNDROME 3; JBTS3","JOUBERT SYNDROME",608629,0,"distinctive cerebellar and brainstem malformation, molar tooth sign, hypotonia, episodic hyperpnea or apnea, atypical eye movements, truncal ataxia, variable other anomalies, AHI: retinal dystrophy in 80%, renal disease, polymicrogyria"
9131,SysID_0471,Xq26.1,protein-coding,AIFM1,"ID data freeze 650","apoptosis-inducing factor, mitochondrion-associated, 1","metabolism, mitochondria, nervous system development",0,FBgn0031392,"Apoptosis inducing factor",ensembl,,,"Mendelian X-linked","not sure",8b,"C, E, G, H, L2, M",1,1,"COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 6; COXPD6","COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY",300816,0,"2 patients, early onset neurodegenerative disorder, psychomotor delay, involuntary movements, abnormal signs in basal ganglia, neuropathy, psychomotor regression, epilepsy, muscle weakness, hypotonia; 1 died"
9131,SysID_0471,Xq26.1,protein-coding,AIFM1,"ID data freeze 650","apoptosis-inducing factor, mitochondrion-associated, 1","metabolism, mitochondria, nervous system development",0,FBgn0031392,"Apoptosis inducing factor",ensembl,,,"Mendelian X-linked","not sure",5,"G, H",1,1,"COWCHOCK SYNDROME; COWCK","COWCHOCK SYNDROME",310490,0,"early childhood onset, slowly progressive axonal sensorimotor neuropathy, some patients with sensorineural deafness and cognitive impairment"
9255,SysID_0416,4q24,protein-coding,AIMP1,"ID data freeze 650","aminoacyl tRNA synthetase complex-interacting multifunctional protein 1","RNA metabolism, vesicle transport",0,FBgn0033351,,ensembl,,,"Mendelian autosomal",recessive,2,"B, G, H, L2",1,1,"LEUKODYSTROPHY, HYPOMYELINATING, 3; HLD3","LEUKODYSTROPHY, HYPOMYELINATING",260600,0,"1 family, severe neurologic disorder, global developmental delay, lack of development, lack of speech acquisition, peripheral spasticity, decreased myelination in the central nervous system"
203,SysID_0014,9q34.1,protein-coding,AK1,"ID data freeze 388","adenylate kinase 1","cell cycle, Cilia",1,FBgn0022709,"Adenylate kinase-1","ensembl, manually curated","no phenotype, phenotype","phenotype, no phenotype","Mendelian autosomal",recessive,8a,"M, R",0,1,"HEMOLYTIC ANEMIA DUE TO ADENYLATE KINASE DEFICIENCY","HEMOLYTIC ANEMIA DUE TO ADENYLATE KINASE DEFICIENCY",612631,0,"hemolytic anemia, psychomotor impairment in some, undetectable adenylate kinase activity"
203,SysID_0014,9q34.1,protein-coding,AK1,"ID data freeze 388","adenylate kinase 1","cell cycle, Cilia",1,FBgn0032083,,ensembl,,,"Mendelian autosomal",recessive,8a,"M, R",0,1,"HEMOLYTIC ANEMIA DUE TO ADENYLATE KINASE DEFICIENCY","HEMOLYTIC ANEMIA DUE TO ADENYLATE KINASE DEFICIENCY",612631,0,"hemolytic anemia, psychomotor impairment in some, undetectable adenylate kinase activity"
10000,SysID_0472,1q44,protein-coding,AKT3,"ID data freeze 650","v-akt murine thymoma viral oncogene homolog 3",,0,FBgn0010379,Akt1,ensembl,,,"Mendelian autosomal",dominant,4,"F, L1, Ua",0,1,"MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME; MPPH","MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME",603387,0,"megalencephaly, hydrocephalus, polymicrogyria; polydactyly"
5832,SysID_0015,10q24.3,protein-coding,ALDH18A1,"ID data freeze 388","aldehyde dehydrogenase 18 family, member A1",mitochondria,0,FBgn0037146,,"ensembl, manually curated","no phenotype, phenotype","no phenotype, no phenotype","Mendelian autosomal",recessive,5,"A, H, (M), S, T",0,1,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIA; ARCL3A","CUTIS LAXA",219150,0,"global neurodevelopmental delay, progressive neurological anomalies, and connective tissue abnormalities, failure to thrive/growth retardation/short stature; one family: metabolic anomalies"
